"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"Np Likeness Score";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan";"Records Key";"Records Name"
"CHEMBL98350";"LY-294002";"LY-294002|NSC-697286|SF-1101";"Small molecule";"-1.0";"307.35";"524";"1546";"3.30";"42.68";"4";"0";"0";"2";"N";"0.73";"3";"MOL";"0";"23";"-0.27";"C19H17NO3";"O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12";"CZQHHVNHHHRRDU-UHFFFAOYSA-N";"InChI=1S/C19H17NO3/c21-17-13-18(20-9-11-22-12-10-20)23-19-15(7-4-8-16(17)19)14-5-2-1-3-6-14/h1-8,13H,9-12H2";"False";"0";"['LY-294002', 'Ly; LY294002', '2 (LY-294002)', 'LY294002', '1 (LY-294002)', 'LY294002', 'LY294002', 'SID124880606', 'LY294002', 'LY-294002', '1, LY294002', 'SID124880607', 'LY294002', '22; LY294002', 'LY294002', 'LY-294002 hydrochloride', 'LY-294002', 'SID103905473', '1, LY-294002', 'LY-294002', '15, LY-294002', '1', 'LY294002', 'LY, LY-294002, L9908', '1, LY-294002', '1, LY-294002', 'LY-294002', '11, LY-294002', 'LY294002', 'LY-294002', '1', 'LY-294002', 'LY-294002', '279', '15, LY-294002', 'LY-294002', 'LY294002', 'LY294002', 'LY-294002', 'LY294002', 'K00235', '30; LY294002', 'LY-294002', 'LY-294002', 'LY-294002', 'LY294002', 'LY-294002', 'LY294002', 'LY-294002', 'LY294002', 'LY-294002', 'LY-294002', '2, LY294002', 'LY294002', 'LY294002', 'SID525433', 'LY294002', '1, LY294002', 'LY-294002', 'LY294002', 'SID124880604', 'LY294002', 'LY-294002', 'LY-294002', '15', 'LY294002', 'LY294002', 'LY294002', 'LY294002', 'LY-294002', 'LY-294002', '3', '2 (LY-294002)', 'K00235, LY-294002', '2, LY-294002', 'LY-294002', '7, LY-294002', 'LY-294002', '2, LY-294002', '35, (LY-294002)', 'LY-294002', '4, LY-294002', 'LY-294002', '2-(4-Morpholinyl)-8-phenyl-4H-1-benzopyran-4-one 0.0000001 molar', '2-(4-Morpholinyl)-8-phenyl-4H-1-benzopyran-4-one 0.00001 molar', 'SID11111398', 'LY-294002', 'LY-294002', 'LY-294002', 'LY-294002', 'LY-294002', '4, LY-294002', 'SID26752090', 'SID26752091', 'LY-294002', '3', 'LY-294002', 'LY-294002', 'LY294002', 'LY294002', 'LY294002', 'SID11113937', 'LY294002', 'LY294002', '38; LY294002', 'LY-294002', 'LY-294002', 'LY-294002', 'LY-294002', 'LY-294002', 'SID90341244', 'LY294002', '1, LY-294002', 'LY294002', 'LY-294002', '3, LY-294002', 'LY294002', 'LY294002', '17; LY294002', 'LY294002', 'LY294002', '36', '95; LY294002', 'LY294002', '26; LY294002', 'LY294002', 'LY294002', 'LY294002', 'LY294002', 'LY294002', 'LY294002', 'LY294002', 'Chemical Probe: LY294002', 'LY294002', 'Chemical Probe: LY294002', '55; LY294002', 'LY294002', 'LY-294002', '71; LY294002', 'LY294002', 'LY; LY294002', 'LY294002', '15; LY294002', 'LY294002', 'Chemical probe : LY294002', '19; LY294002', 'LY294002', '61; LY294002', 'LY294002', 'Chemical probe : LY294002', '4; LY294002', 'BDBM12915', 'BDBM12915']";"['2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-Morpholin-4-yl-8-phenyl-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-Morpholin-4-yl-8-phenyl-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', 'SID124880606', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', 'SID124880607', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', 'SID103905473', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenylchroman-4-one', '2-Morpholin-4-yl-8-phenyl-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholin-4-yl-8-phenyl-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-Morpholin-4-yl-8-phenyl-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', None, '2-morpholino-8-phenyl-4H-chromen-4-one', '2-Morpholin-4-yl-8-phenyl-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one', 'LY-294002', '2-morpholino-8-phenyl-4H-chromen-4-one', 'K00235', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', 'LY-294002', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', 'SID525433', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '8-(3,5-bis(trifluoromethyl)phenyl)-2-morpholin-4-ylchromen-4-one', None, 'SID124880604', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-Morpholin-4-yl-8-phenyl-chromen-4-one', '2-(4-morpholino)-8-phenyl-4H-1-benzopyran-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '3-hydroxy-2-morpholino-8-phenyl-4H-chromen-4-one', '3-morpholino-5-phenyl-3,4-dihydronaphthalen-1(2H)-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-(4-Morpholinyl)-8-phenyl-4H-1-benzopyran-4-one', '2-(4-Morpholinyl)-8-phenyl-4H-1-benzopyran-4-one', 'SID11111398', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', 'SID26752090', 'SID26752091', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-Morpholino-8-phenyl-4H-chromen-4-one', 'SID11113937', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', 'SID90341244', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-Morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', 'LY294002', 'LY294002', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', 'LY294002', 'LY294002', 'LY294002', 'LY294002', '2-morpholino-8-phenyl-4H-chromen-4-one', 'LY294002', 'LY-294002', '2-morpholino-8-phenyl-4H-chromen-4-one', 'LY294002', '2-morpholino-8-phenyl-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-(morpholin-4-yl)-8-phenyl-4H-chromen-4-one', 'LY294002', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', '2-morpholino-8-phenyl-4H-chromen-4-one', 'LY294002', 'LY294002', '2-(morpholin-4-yl)-8-phenyl-4H-chromen-4-one', '2-(4-Morpholinyl)-8-phenyl-4H-1-benzopyran-4-one::2-(morpholin-4-yl)-8-phenyl-4H-chromen-4-one::CHEMBL98350::LY294002::US10308662, Compound LY294002::US9505780, LY294002', '2-(4-Morpholinyl)-8-phenyl-4H-1-benzopyran-4-one::2-(morpholin-4-yl)-8-phenyl-4H-chromen-4-one::CHEMBL98350::LY294002::US10308662, Compound LY294002::US9505780, LY294002']"
"CHEMBL4589472";"";"";"Unknown";"";"442.70";"10";"22";"5.47";"56.32";"6";"2";"1";"16";"N";"0.36";"2";"MOL";"-1";"32";"-0.56";"C26H46N6";"CCN(CC)CCCC(C)Nc1ccnc2c(NC(C)CCCN(CC)CC)ccnc12";"NIAFQXMOBMHTFB-UHFFFAOYSA-N";"InChI=1S/C26H46N6/c1-7-31(8-2)19-11-13-21(5)29-23-15-17-28-26-24(16-18-27-25(23)26)30-22(6)14-12-20-32(9-3)10-4/h15-18,21-22H,7-14,19-20H2,1-6H3,(H,28,29)(H,27,30)";"False";"-1";"['4']";"["N,N'-Bis[4-(diethylamino)-1-methylbutyl]-1,5-naphthyridine-4,8-diamine"]"
"CHEMBL4648334";"";"";"Unknown";"";"352.43";"6";"18";"3.71";"58.64";"4";"1";"0";"5";"N";"0.83";"2";"MOL";"-1";"26";"-1.25";"C21H24N2O3";"COC(=O)c1ccc(NC(=O)c2ccc(CN3CCCCC3)cc2)cc1";"ZYJBBZRSJADILJ-UHFFFAOYSA-N";"InChI=1S/C21H24N2O3/c1-26-21(25)18-9-11-19(12-10-18)22-20(24)17-7-5-16(6-8-17)15-23-13-3-2-4-14-23/h5-12H,2-4,13-15H2,1H3,(H,22,24)";"False";"-1";"['5; CBS1118']";"['Methyl 4-(4-(Piperidin-1-ylmethyl)benzamido)benzoate']"
"CHEMBL5279888";"";"";"";"";"280.26";"20";"25";"-0.66";"117.42";"7";"4";"0";"2";"N";"0.58";"2";"MOL";"-1";"20";"0.46";"C12H13FN4O3";"Nc1ncc(F)c2c1ncn2C1=C[C@H](CO)[C@@H](O)[C@H]1O";"HXHGKLKNRIFTIR-ORCOQGSOSA-N";"InChI=1S/C12H13FN4O3/c13-6-2-15-12(14)8-9(6)17(4-16-8)7-1-5(3-18)10(19)11(7)20/h1-2,4-5,10-11,18-20H,3H2,(H2,14,15)/t5-,10-,11+/m1/s1";"False";"-1";"['12']";"["3-fluoro-1',6'-iso-3-deazaneplanocin A"]"
"CHEMBL4742939";"";"";"Unknown";"";"539.72";"3";"8";"5.80";"54.04";"5";"1";"2";"11";"N";"0.31";"3";"MOL";"-1";"40";"-1.23";"C34H41N3O3";"CC/C(=C(/c1ccc(NC(=O)CN2CCOCC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1";"KMGHTTQZILVLHB-NWBJSICCSA-N";"InChI=1S/C34H41N3O3/c1-2-32(27-8-4-3-5-9-27)34(29-12-16-31(17-13-29)40-25-22-36-18-6-7-19-36)28-10-14-30(15-11-28)35-33(38)26-37-20-23-39-24-21-37/h3-5,8-17H,2,6-7,18-26H2,1H3,(H,35,38)/b34-32+";"False";"-1";"['36']";"['(E)-2-morpholino-N-(4-(2-phenyl-1-(4-(2-(pyrrolidin-1-yl)ethoxy)phenyl)but-1-enyl)phenyl)acetamide']"
"CHEMBL4543096";"";"";"Unknown";"";"523.60";"6";"20";"6.67";"59.00";"6";"1";"2";"9";"N";"0.25";"4";"MOL";"-1";"37";"-0.71";"C29H27F2NO4S";"Cc1cc(F)cc(C)c1C(=O)c1sc2cc(O)ccc2c1Oc1ccc(OCCN2CC(CF)C2)cc1";"XOIXKPAMOCOEMO-UHFFFAOYSA-N";"InChI=1S/C29H27F2NO4S/c1-17-11-20(31)12-18(2)26(17)27(34)29-28(24-8-3-21(33)13-25(24)37-29)36-23-6-4-22(5-7-23)35-10-9-32-15-19(14-30)16-32/h3-8,11-13,19,33H,9-10,14-16H2,1-2H3";"False";"-1";"['30f', '20']";"['(4-Fluoro-2,6-dimethylphenyl)(3-(4-(2-(3-(fluoromethyl)azetidin-1-yl)ethoxy)phenoxy)-6-hydroxybenzo[b]thiophen-2-yl)-methanone', '(4-fluoro-2,6-dimethylphenyl)(3-(4-(2-(3-(fluoromethyl)azetidin-1-yl)ethoxy)phenoxy)-6-hydroxybenzo[b]thiophen-2-yl)methanone']"
"CHEMBL28211";"NAFOXIDINE";"NAFOXIDINA|NAFOXIDINE|U-11000A";"Small molecule";"2.0";"425.57";"13";"27";"6.08";"21.70";"3";"0";"1";"7";"N";"0.46";"3";"MOL";"0";"32";"-0.31";"C29H31NO2";"COc1ccc2c(c1)CCC(c1ccccc1)=C2c1ccc(OCCN2CCCC2)cc1";"JEYWNNAZDLFBFF-UHFFFAOYSA-N";"InChI=1S/C29H31NO2/c1-31-26-14-16-28-24(21-26)11-15-27(22-7-3-2-4-8-22)29(28)23-9-12-25(13-10-23)32-20-19-30-17-5-6-18-30/h2-4,7-10,12-14,16,21H,5-6,11,15,17-20H2,1H3";"False";"0";"['5', '8', 'Nafoxidine', 'Nafoxidine', '26', 'nafoxidine', 'Nafoxidine', 'COVC-2288727795', '6', 'NAFOXIDINE']";"['1-{2-[4-(6-Methoxy-2-phenyl-3,4-dihydro-naphthalen-1-yl)-phenoxy]-ethyl}-pyrrolidine', '1-{2-[4-(6-Methoxy-2-phenyl-3,4-dihydro-naphthalen-1-yl)-phenoxy]-ethyl}-pyrrolidine', '1-{2-[4-(6-Methoxy-2-phenyl-naphthalen-1-yl)-phenoxy]-ethyl}-pyrrolidine', 'Nafoxidine', '1-{2-[4-(6-Methoxy-2-phenyl-3,4-dihydro-naphthalen-1-yl)-phenoxy]-ethyl}-pyrrolidine', '1-{2-[4-(6-Methoxy-2-phenyl-3,4-dihydro-naphthalen-1-yl)-phenoxy]-ethyl}-pyrrolidine', '1-{2-[4-(6-Methoxy-2-phenyl-3,4-dihydro-naphthalen-1-yl)-phenoxy]-ethyl}-pyrrolidine', 'NAFOXIDINE', 'Nafoxidine', 'NAFOXIDINE']"
"CHEMBL226327";"";"";"Small molecule";"";"445.58";"5";"13";"6.93";"41.93";"5";"1";"1";"7";"N";"0.33";"4";"MOL";"-1";"32";"-0.66";"C27H27NO3S";"Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccccc3)sc2c1";"AMGFCHULXKRDJH-UHFFFAOYSA-N";"InChI=1S/C27H27NO3S/c29-21-9-14-24-25(19-21)32-27(20-7-3-1-4-8-20)26(24)31-23-12-10-22(11-13-23)30-18-17-28-15-5-2-6-16-28/h1,3-4,7-14,19,29H,2,5-6,15-18H2";"False";"-1";"['12', '15']";"['6-hydroxy-3-{4-[2-(1-piperidinyl) ethoxy]phenoxy}-2-phenylbenzo[b] thiophene', '2-phenyl-3-(4-(2-(piperidin-1-yl)ethoxy)phenoxy)benzo[b]thiophen-6-ol']"
"CHEMBL4741938";"";"";"Unknown";"";"459.61";"3";"8";"7.23";"30.93";"5";"0";"1";"8";"N";"0.28";"4";"MOL";"-1";"33";"-0.90";"C28H29NO3S";"COc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccccc3)sc2c1";"MKWYLUZZZOEYPR-UHFFFAOYSA-N";"InChI=1S/C28H29NO3S/c1-30-24-14-15-25-26(20-24)33-28(21-8-4-2-5-9-21)27(25)32-23-12-10-22(11-13-23)31-19-18-29-16-6-3-7-17-29/h2,4-5,8-15,20H,3,6-7,16-19H2,1H3";"False";"-1";"['12']";"['1-(2-(4-(6-methoxy-2-phenylbenzo[b]thiophen-3-yloxy)phenoxy)ethyl)piperidine']"
"CHEMBL4640843";"";"";"Unknown";"";"394.53";"6";"15";"6.11";"32.34";"2";"1";"1";"5";"N";"0.66";"2";"MOL";"-1";"29";"-1.53";"C25H31FN2O";"O=C(Nc1ccc(C2CCCCC2)cc1)c1ccc(CN2CCCCC2)c(F)c1";"VJRIWVWLBMLGFS-UHFFFAOYSA-N";"InChI=1S/C25H31FN2O/c26-24-17-21(9-10-22(24)18-28-15-5-2-6-16-28)25(29)27-23-13-11-20(12-14-23)19-7-3-1-4-8-19/h9-14,17,19H,1-8,15-16,18H2,(H,27,29)";"False";"-1";"['26']";"['N-(4-Cyclohexylphenyl)-3-fluoro-4-(piperidin-1-ylmethyl)benzamide']"
"CHEMBL4647732";"";"";"Unknown";"";"430.59";"6";"15";"5.24";"41.57";"3";"1";"1";"5";"N";"0.71";"2";"MOL";"-1";"32";"-1.18";"C28H34N2O2";"O=C(Nc1ccc(C23CC4CC(CC(C4)C2)C3)cc1)c1ccc(CN2CCOCC2)cc1";"KNHSYXWNRLZCMK-UHFFFAOYSA-N";"InChI=1S/C28H34N2O2/c31-27(24-3-1-20(2-4-24)19-30-9-11-32-12-10-30)29-26-7-5-25(6-8-26)28-16-21-13-22(17-28)15-23(14-21)18-28/h1-8,21-23H,9-19H2,(H,29,31)";"False";"-1";"['33']";"['N-(4-((1R,3R,5S)-Adamantan-1-yl)phenyl)-4-(morpholinomethyl)benzamide']"
"CHEMBL5613181";"";"";"";"";"378.50";"7";"34";"4.80";"50.36";"4";"2";"0";"5";"N";"0.67";"3";"MOL";"-1";"27";"-0.65";"C22H22N2O2S";"O=C(Nc1ccccc1)c1ccc(-c2ccccc2OC2CCNCC2)s1";"SCURJBBRMBNFML-UHFFFAOYSA-N";"InChI=1S/C22H22N2O2S/c25-22(24-16-6-2-1-3-7-16)21-11-10-20(27-21)18-8-4-5-9-19(18)26-17-12-14-23-15-13-17/h1-11,17,23H,12-15H2,(H,24,25)";"False";"-1";"['1']";"['N-phenyl-5-(2-(piperidin-4-yloxy)phenyl)thiophene-2-carboxamide']"
"CHEMBL4853962";"";"";"Unknown";"";"250.23";"23";"28";"0.14";"97.19";"6";"3";"0";"1";"N";"0.67";"2";"MOL";"-1";"18";"0.37";"C11H11FN4O2";"Nc1nccc2c1ncn2[C@@H]1C(F)=C[C@@H](O)[C@H]1O";"UKNRVFWPJKXBKH-SZEHBUNVSA-N";"InChI=1S/C11H11FN4O2/c12-5-3-7(17)10(18)9(5)16-4-15-8-6(16)1-2-14-11(8)13/h1-4,7,9-10,17-18H,(H2,13,14)/t7-,9-,10-/m1/s1";"False";"-1";"['2']";"['(1S,2R,5S)-5-(4-amino-1H-imidazo[4,5-c]pyridin-1-yl)-4-fluorocyclopent-3-ene-1,2-diol']"
"CHEMBL5614260";"";"";"";"";"307.42";"3";"3";"4.39";"29.10";"2";"1";"0";"5";"N";"0.74";"3";"MOL";"-1";"22";"-0.97";"C19H17NOS";"O=C(NCCc1ccccc1)c1ccc(-c2ccccc2)s1";"BEJZFUIJYJMUIX-UHFFFAOYSA-N";"InChI=1S/C19H17NOS/c21-19(20-14-13-15-7-3-1-4-8-15)18-12-11-17(22-18)16-9-5-2-6-10-16/h1-12H,13-14H2,(H,20,21)";"False";"-1";"['5']";"['N-phenethyl-5-phenylthiophene-2-carboxamide']"
"CHEMBL4747864";"";"";"Unknown";"";"441.57";"3";"6";"6.32";"41.93";"4";"1";"1";"6";"N";"0.49";"3";"MOL";"-1";"33";"-0.17";"C29H31NO3";"CC1=C(c2ccc(O)cc2)[C@H](c2ccc(OCCN3CCCCC3)cc2)Oc2ccccc21";"SUKOGRZEUKOBFE-LJAQVGFWSA-N";"InChI=1S/C29H31NO3/c1-21-26-7-3-4-8-27(26)33-29(28(21)22-9-13-24(31)14-10-22)23-11-15-25(16-12-23)32-20-19-30-17-5-2-6-18-30/h3-4,7-16,29,31H,2,5-6,17-20H2,1H3/t29-/m0/s1";"False";"-1";"['10']";"['Acolbifene']"
"CHEMBL226329";"";"";"Small molecule";"";"460.60";"5";"14";"6.51";"67.95";"6";"2";"1";"7";"N";"0.31";"4";"MOL";"-1";"33";"-0.60";"C27H28N2O3S";"Nc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1";"RWZWBBCTNYUKDP-UHFFFAOYSA-N";"InChI=1S/C27H28N2O3S/c28-20-6-4-19(5-7-20)27-26(24-13-8-21(30)18-25(24)33-27)32-23-11-9-22(10-12-23)31-17-16-29-14-2-1-3-15-29/h4-13,18,30H,1-3,14-17,28H2";"False";"-1";"['15', '14']";"['6-hydroxy-3-{4-[2-(1-piperidinyl) ethoxy]phenoxy}-2-(4-aminophenyl)benzo[b] thiophene', '2-(4-aminophenyl)-3-(4-(2-(piperidin-1-yl)ethoxy)phenoxy)benzo[b]thiophen-6-ol']"
"CHEMBL4645123";"";"";"Unknown";"";"388.43";"6";"15";"4.89";"23.55";"2";"0";"0";"3";"N";"0.75";"2";"MOL";"-1";"28";"-1.54";"C22H23F3N2O";"O=C(c1ccc(CN2CCCCC2)cc1)N1CCc2ccc(C(F)(F)F)cc21";"HMUBHOXKLMHJFI-UHFFFAOYSA-N";"InChI=1S/C22H23F3N2O/c23-22(24,25)19-9-8-17-10-13-27(20(17)14-19)21(28)18-6-4-16(5-7-18)15-26-11-2-1-3-12-26/h4-9,14H,1-3,10-13,15H2";"False";"-1";"['43']";"['(4-(Piperidin-1-ylmethyl)phenyl)-(6-(trifluoromethyl)indolin-1-yl)methanone']"
"CHEMBL4792802";"";"";"Unknown";"";"343.94";"5";"9";"3.87";"29.54";"3";"0";"0";"4";"N";"0.74";"0";"MOL";"-1";"22";"0.61";"C19H34ClNO2";"CC1CCN(CCC(=O)O[C@@H]2C[C@@H]3CC[C@@]2(C)C3(C)C)CC1.Cl";"NWDSLPWCMUWAOG-CSILURGSSA-N";"InChI=1S/C19H33NO2.ClH/c1-14-6-10-20(11-7-14)12-8-17(21)22-16-13-15-5-9-19(16,4)18(15,2)3;/h14-16H,5-13H2,1-4H3;1H/t15-,16+,19+;/m0./s1";"False";"-1";"['4b.HCl']";"['4-Methyl-1-(3-oxo-3-((1S,2R,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-yloxy)propyl)piperidinium chloride']"
"CHEMBL4745844";"";"";"Unknown";"";"412.58";"3";"8";"6.11";"38.49";"3";"1";"1";"8";"N";"0.36";"3";"MOL";"-1";"31";"-0.55";"C28H32N2O";"CC/C(=C(/c1ccc(N)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1";"BHODRSKPPDCNNF-BYYHNAKLSA-N";"InChI=1S/C28H32N2O/c1-2-27(22-8-4-3-5-9-22)28(23-10-14-25(29)15-11-23)24-12-16-26(17-13-24)31-21-20-30-18-6-7-19-30/h3-5,8-17H,2,6-7,18-21,29H2,1H3/b28-27+";"False";"-1";"['27']";"['(E)-4-(2-phenyl-1-(4-(2-(pyrrolidin-1-yl)ethoxy)phenyl)but-1-enyl)aniline']"
"CHEMBL5395997";"";"";"";"";"338.46";"5";"5";"2.49";"38.82";"4";"1";"0";"6";"N";"0.82";"2";"MOL";"-1";"25";"-1.16";"C20H26N4O";"CN1CCN(CCC(=O)NN(c2ccccc2)c2ccccc2)CC1";"JYHHFKCGHIWIKH-UHFFFAOYSA-N";"InChI=1S/C20H26N4O/c1-22-14-16-23(17-15-22)13-12-20(25)21-24(18-8-4-2-5-9-18)19-10-6-3-7-11-19/h2-11H,12-17H2,1H3,(H,21,25)";"False";"-1";"['14']";"["3-(4-methylpiperazin-1-yl)-N',N'-diphenylpropanehydrazide"]"
"CHEMBL5414982";"";"";"";"";"456.63";"6";"29";"5.14";"47.61";"4";"2";"1";"11";"N";"0.31";"3";"MOL";"-1";"34";"-0.92";"C29H36N4O";"O=C(CCNCCC1CCN(Cc2ccccc2)CC1)NN(c1ccccc1)c1ccccc1";"FBTTWOYBDUMUEX-UHFFFAOYSA-N";"InChI=1S/C29H36N4O/c34-29(31-33(27-12-6-2-7-13-27)28-14-8-3-9-15-28)17-21-30-20-16-25-18-22-32(23-19-25)24-26-10-4-1-5-11-26/h1-15,25,30H,16-24H2,(H,31,34)";"False";"-1";"['11']";"["3-((2-(1-benzylpiperidin-4-yl)ethyl)amino)-N',N'-diphenylpropanehydrazide"]"
"CHEMBL5612466";"";"";"";"";"487.64";"4";"5";"5.11";"66.74";"5";"2";"1";"9";"N";"0.44";"3";"MOL";"-1";"36";"-0.81";"C30H37N3O3";"O=C(NCCC1CCN(Cc2ccccc2)CC1)c1ccc(-c2ccccc2OC2CCNCC2)o1";"GMBZTFHQQIJKEJ-UHFFFAOYSA-N";"InChI=1S/C30H37N3O3/c34-30(32-19-12-23-15-20-33(21-16-23)22-24-6-2-1-3-7-24)29-11-10-28(36-29)26-8-4-5-9-27(26)35-25-13-17-31-18-14-25/h1-11,23,25,31H,12-22H2,(H,32,34)";"False";"-1";"['101']";"['N-(2-(1-benzylpiperidin-4-yl)ethyl)-5-(2-(piperidin-4-yloxy)phenyl)furan-2-carboxamide']"
